{'nome': 'Jack Stall Beck', 'classe': 'ED', 'level': 831, 'exp': 9504415805}
{'nome': 'Kaleend Acher', 'classe': 'RP', 'level': 598, 'exp': 3528656458}
{'nome': 'Boaten', 'classe': 'EK', 'level': 598, 'exp': 3528545853}
{'nome': 'Windows Powerpoint', 'classe': 'ED', 'level': 597, 'exp': 3528327119}
{'nome': 'Dayse Jhonson', 'classe': 'ED', 'level': 597, 'exp': 3528168110}
{'nome': 'Uenotres', 'classe': 'ED', 'level': 597, 'exp': 3528166086}
{'nome': 'Sidestep Paralyze', 'classe': 'RP', 'level': 597, 'exp': 3528072913}
{'nome': 'Bugro Harros', 'classe': 'ED', 'level': 597, 'exp': 3527629260}
{'nome': 'Mil Garotas', 'classe': 'ED', 'level': 597, 'exp': 3527470261}
{'nome': 'Jefao Ilusao', 'classe': 'RP', 'level': 597, 'exp': 3527459913}
{'nome': 'Thresh Is My Main', 'classe': 'EK', 'level': 597, 'exp': 3527349904}
{'nome': 'System Mukkl', 'classe': 'ED', 'level': 597, 'exp': 3526737230}
{'nome': 'Wdr Jumpz', 'classe': 'ED', 'level': 597, 'exp': 3526441495}
{'nome': 'Flavitia', 'classe': 'EK', 'level': 597, 'exp': 3525825390}
{'nome': 'Kina lokoo', 'classe': 'EK', 'level': 597, 'exp': 3525424844}
{'nome': 'Druid Of Healing', 'classe': 'RP', 'level': 597, 'exp': 3525297669}
{'nome': 'Easy Peasy', 'classe': 'ED', 'level': 597, 'exp': 3525169679}
{'nome': 'Mestre Haole', 'classe': 'RP', 'level': 597, 'exp': 3525099101}
{'nome': 'Marajah', 'classe': 'ED', 'level': 597, 'exp': 3524978097}
{'nome': 'Vip Sky', 'classe': 'MS', 'level': 597, 'exp': 3524786559}
{'nome': 'Thayron Dalost', 'classe': 'ED', 'level': 597, 'exp': 3524579910}
{'nome': 'Karevwowy', 'classe': 'RP', 'level': 597, 'exp': 3524518887}
{'nome': 'Flo Ki', 'classe': 'RP', 'level': 597, 'exp': 3524261272}
{'nome': 'Jenifer Bueno', 'classe': 'RP', 'level': 597, 'exp': 3523723877}
{'nome': 'Zipo', 'classe': 'ED', 'level': 597, 'exp': 3523645888}
{'nome': 'Oka Bolt', 'classe': 'RP', 'level': 597, 'exp': 3523485818}
{'nome': 'Mortte', 'classe': 'ED', 'level': 597, 'exp': 3523074094}
{'nome': 'The Pallazin', 'classe': 'RP', 'level': 597, 'exp': 3522959080}
{'nome': 'Hotspot Shield', 'classe': 'ED', 'level': 597, 'exp': 3522462744}
{'nome': 'Palumbo', 'classe': 'RP', 'level': 597, 'exp': 3522045302}
{'nome': 'Evsilent', 'classe': 'ED', 'level': 597, 'exp': 3522042402}
{'nome': 'Coisa Vaca', 'classe': 'RP', 'level': 597, 'exp': 3521763177}
{'nome': 'Fhaelzs', 'classe': 'RP', 'level': 597, 'exp': 3521517466}
{'nome': 'Pally Das Almas', 'classe': 'RP', 'level': 597, 'exp': 3521210523}
{'nome': 'Zuzu Obrabu', 'classe': 'ED', 'level': 597, 'exp': 3521160746}
{'nome': 'Redtube Ta Off', 'classe': 'RP', 'level': 597, 'exp': 3521076963}
{'nome': 'Chyara Bolt', 'classe': 'RP', 'level': 597, 'exp': 3521055073}
{'nome': 'Piromaniac', 'classe': 'MS', 'level': 597, 'exp': 3519670887}
{'nome': 'Valartax', 'classe': 'EK', 'level': 597, 'exp': 3519390557}
{'nome': 'Ant Maage', 'classe': 'MS', 'level': 597, 'exp': 3519316584}
{'nome': 'Ale Game Over', 'classe': 'RP', 'level': 597, 'exp': 3518753378}
{'nome': 'Gato De Armazem', 'classe': 'ED', 'level': 597, 'exp': 3518676014}
{'nome': 'Briendazolis', 'classe': 'RP', 'level': 597, 'exp': 3518482380}
{'nome': 'Jujubinha', 'classe': 'ED', 'level': 597, 'exp': 3518337590}
{'nome': 'Kaulifa', 'classe': 'RP', 'level': 597, 'exp': 3517527612}
{'nome': 'Fiilhaaoo', 'classe': 'RP', 'level': 597, 'exp': 3517289348}
{'nome': 'Delson The Boss', 'classe': 'EK', 'level': 597, 'exp': 3516754650}
{'nome': 'Floki Pitbull', 'classe': 'ED', 'level': 597, 'exp': 3516716313}
{'nome': 'Khoozt', 'classe': 'ED', 'level': 597, 'exp': 3516689963}
{'nome': 'Kakashi Hitake', 'classe': 'RP', 'level': 597, 'exp': 3516670051}
{'nome': 'Hky Return', 'classe': 'ED', 'level': 597, 'exp': 3516316340}
{'nome': 'Hirukih', 'classe': 'EK', 'level': 597, 'exp': 3515692712}
{'nome': 'Bossing', 'classe': 'RP', 'level': 597, 'exp': 3515579515}
{'nome': 'Mago Malvado', 'classe': 'MS', 'level': 597, 'exp': 3514810622}
{'nome': 'Xico Dk', 'classe': 'EK', 'level': 597, 'exp': 3514403170}
{'nome': 'Will Transante', 'classe': 'ED', 'level': 597, 'exp': 3514256272}
{'nome': 'Rastinha', 'classe': 'RP', 'level': 597, 'exp': 3513908456}
{'nome': 'Shieda Kayn', 'classe': 'ED', 'level': 597, 'exp': 3513734221}
{'nome': 'Django', 'classe': 'RP', 'level': 597, 'exp': 3513463449}
{'nome': 'Sephirus', 'classe': 'ED', 'level': 597, 'exp': 3513149067}
{'nome': 'Tifudeu', 'classe': 'EK', 'level': 597, 'exp': 3512926309}
{'nome': 'Stroiter', 'classe': 'ED', 'level': 597, 'exp': 3512110300}
{'nome': 'Escanor One', 'classe': 'ED', 'level': 597, 'exp': 3512063141}
{'nome': 'Ninfetinha Dale', 'classe': 'ED', 'level': 597, 'exp': 3512035545}
{'nome': 'Atirador', 'classe': 'RP', 'level': 597, 'exp': 3511490035}
{'nome': 'Silmaia', 'classe': 'RP', 'level': 597, 'exp': 3511316541}
{'nome': 'Sub Tenente', 'classe': 'ED', 'level': 597, 'exp': 3511128202}
{'nome': 'Hell Maudito', 'classe': 'ED', 'level': 597, 'exp': 3510912461}
{'nome': 'Creu', 'classe': 'MS', 'level': 596, 'exp': 3510796391}
{'nome': 'Paly Ivonete', 'classe': 'RP', 'level': 596, 'exp': 3510020822}
{'nome': 'Fullmago', 'classe': 'ED', 'level': 596, 'exp': 3509523102}
{'nome': 'Kenshin Rimura', 'classe': 'ED', 'level': 596, 'exp': 3509447480}
{'nome': 'Jean Rullexz', 'classe': 'RP', 'level': 596, 'exp': 3509433394}
{'nome': 'Mito mito', 'classe': 'ED', 'level': 596, 'exp': 3509242440}
{'nome': 'Mary Huanna', 'classe': 'ED', 'level': 596, 'exp': 3508343789}
{'nome': 'Converse', 'classe': 'RP', 'level': 596, 'exp': 3508165774}
{'nome': 'Rullesz', 'classe': 'ED', 'level': 596, 'exp': 3507955783}
{'nome': 'Ravengar', 'classe': 'ED', 'level': 596, 'exp': 3507617569}
{'nome': 'Saga De Gemeos', 'classe': 'ED', 'level': 596, 'exp': 3507540610}
{'nome': 'Lipezn Mythow', 'classe': 'ED', 'level': 596, 'exp': 3506905426}
{'nome': 'Obama Na Missao', 'classe': 'ED', 'level': 596, 'exp': 3506211839}
{'nome': 'Mogavol', 'classe': 'RP', 'level': 596, 'exp': 3506030702}
{'nome': 'Thommas Shelby', 'classe': 'MS', 'level': 596, 'exp': 3505845211}
{'nome': 'Tyfa Lockhart', 'classe': 'RP', 'level': 596, 'exp': 3505310667}
{'nome': 'Pally Demonic', 'classe': 'RP', 'level': 596, 'exp': 3505070166}
{'nome': 'Podepa', 'classe': 'EK', 'level': 596, 'exp': 3504512598}
{'nome': 'Sr Boca Looka', 'classe': 'ED', 'level': 596, 'exp': 3504264506}
{'nome': 'Skyline Dazhor', 'classe': 'EK', 'level': 596, 'exp': 3504101558}
{'nome': 'Necroomanncer', 'classe': 'RP', 'level': 596, 'exp': 3504000033}
{'nome': 'Ms Pussy', 'classe': 'RP', 'level': 596, 'exp': 3503234737}
{'nome': 'Arroxa', 'classe': 'RP', 'level': 596, 'exp': 3502969367}
{'nome': 'Sovapoofamilia', 'classe': 'ED', 'level': 596, 'exp': 3502593032}
{'nome': 'Maquina Do Sexo', 'classe': 'ED', 'level': 596, 'exp': 3501699678}
{'nome': 'Knight Da Morth', 'classe': 'EK', 'level': 596, 'exp': 3500234532}
{'nome': 'Zheus Night Ever', 'classe': 'ED', 'level': 596, 'exp': 3499635122}
{'nome': 'Ti Grilo', 'classe': 'ED', 'level': 596, 'exp': 3499409037}
{'nome': 'Yayi', 'classe': 'RP', 'level': 596, 'exp': 3499281278}
{'nome': 'Smoking Marijuana', 'classe': 'ED', 'level': 596, 'exp': 3498881800}
{'nome': 'Alfeu', 'classe': 'RP', 'level': 596, 'exp': 3498488916}
{'nome': 'Ditogor', 'classe': 'ED', 'level': 596, 'exp': 3498393489}
{'nome': 'Royal Xota', 'classe': 'RP', 'level': 596, 'exp': 3498289258}
{'nome': 'Overbooster', 'classe': 'RP', 'level': 596, 'exp': 3497986642}
{'nome': 'Mundongo', 'classe': 'ED', 'level': 596, 'exp': 3497363827}
{'nome': 'Soyelmanteca', 'classe': 'ED', 'level': 596, 'exp': 3496884358}
{'nome': 'Criatividade Zero', 'classe': 'ED', 'level': 596, 'exp': 3496810870}
{'nome': 'Jean Grey', 'classe': 'ED', 'level': 596, 'exp': 3496311740}
{'nome': 'Mythzalez Pro', 'classe': 'RP', 'level': 596, 'exp': 3496266274}
{'nome': 'King Dondon', 'classe': 'EK', 'level': 596, 'exp': 3495756263}
{'nome': 'Makabra', 'classe': 'RP', 'level': 596, 'exp': 3495406774}
{'nome': 'Nitro Point', 'classe': 'RP', 'level': 596, 'exp': 3494975678}
{'nome': 'Fresh', 'classe': 'ED', 'level': 596, 'exp': 3494907924}
{'nome': 'Jhil Vlentine', 'classe': 'EK', 'level': 596, 'exp': 3494162557}
{'nome': 'Maguceta', 'classe': 'ED', 'level': 596, 'exp': 3493807013}
{'nome': 'Windows Baby Shark', 'classe': 'RP', 'level': 596, 'exp': 3493167205}
{'nome': 'Spektro', 'classe': 'RP', 'level': 595, 'exp': 3492889517}
{'nome': 'Chacaauu', 'classe': 'RP', 'level': 595, 'exp': 3492615214}
{'nome': 'Guyton Hall', 'classe': 'ED', 'level': 595, 'exp': 3492140938}
